Asset Name,Asset Code,Location Code,Category,Asset Description,Make,Model,Serial Number,Charge Department Code,Account Code,Supplier/Manufacturer Name,Supplier/Manufacturer Number,Manual RQD,Manual Found,Global,P&ID Doc Name,P&ID Page,P&ID Tag,Equipment,Equipment Voltage,Equipment Amps,Equipment Power,Equipment Fluid,Equipment Material of Construction,Equipment Diameter,Equipment Power Feed Location,Equipment Type,Lines,Line Fluid,Line Material of Construction,Line Diameter,Line From,Line To,Line Insulation,Line Design Pressure,Line Schedule,Line Flange Class,Valves,Valve Voltage,Valve Fluid,Valve Material of Construction,Valve Diameter,Valve Power Feed Location,Valve Seal Material,Valve Auto/Manual,Valve Type,Valve Actuator Type,Valve Connections Type,Valve Seat Material,Tanks,Tank Fluid,Tank Material of Construction,Tank Diameter,Tank Height,Tank Volume,Tank Working Volume,Tank Working Height,Tank Type,Instruments,Instrument Voltage,Instrument Fluid,Instrument Connection Type,Instrument Power Feed Location,Instrument Type,Instrument Wire Count,Instrument Analog/Digital,Instrument Mount Detail,Panels,Panels Voltage,Panels Amps,Panels Power Feed Location,Panel Type,Permits,Permit Number,Permit Description,Permit Title,Permit Permitting Body,Permit Plant Area,Permit Revision Number,Permit Expiry,Packages,Package Voltage,Package Amps,Package Power,Package Power Feed Location,*Any Custom Fields*,Notes,Unspc Code,Barcode,Facility Latitude,Facility Longitude,Facility Street Address,Facility City,Facility Postal Code,Facility Province,Facility Country,User/User Group name/Personnel Code,Calibration Needed,Aisle,Row,Bin,Low-level asset codes
Digester - Feed - Pumps - Pressure - High - Switch - 41201A,C2NC-1300-100-PSH_41201A,C2NC-1300-100,Instruments,"PSH on DFS stream exiting substrate pump, going to AD - Instruments",,,,,,,,Y,,Digital,,D-03,PSH_41201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Discharge - Pumps - Pressure - High - Switch - 41202A,C2NC-1300-100-PSH_41202A,C2NC-1300-100,Instruments,Pressure switch after digestate waste pump - Instruments,,,,,,,,Y,,Digital,,D-10,PSH_41202A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Pressure - High - Switch - 44201A,C2NC-1300-100-PSH_44201A,C2NC-1300-100,Instruments,Pressure switch after FCON HX pump - Instruments,,,,,,,,Y,,Digital,,D-02,PSH_44201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Temperature - Indicator - 44201A,C2NC-1300-100-TI_44201A,C2NC-1300-100,Instruments,TI on HW exiting FCON HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-02,TI_44201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,E+H,,Temperature Indicator,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Temperature - Indicating - Transmitter - 41201A,C2NC-1300-100-TIT_41201A,C2NC-1300-100,Instruments,TIT for AD tank with thermowell - Instruments,,,,,,,,Y,,Analog,,D-04,TIT_41201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Temperature - Transmitter - 41202A,C2NC-1300-100-TIT_41202A,C2NC-1300-100,Instruments,TIT for AD tank with thermowell - Instruments,,,,,,,,Y,,Analog,,D-04,TIT_41202A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Temperature Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Antifoam - 18B,C2NC-1300-200-HV_41218B,C2NC-1300-200,Valves,Antifoam Ball Valve,,,,,,,,,,,,D-05,HV_41218B,,,,,,,,,,,,,,,,,,,,,,ADA,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 19B,C2NC-1300-200-HV_41219B,C2NC-1300-200,Valves,Service Water Knife Gate Valve,,,,,,,,,,,,D-05,HV_41219B,,,,,,,,,,,,,,,,,,,,,,WU,,3,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Sight - Glass - 20B,C2NC-1300-200-HV_41220B,C2NC-1300-200,Valves,Sight Glass Ball Valve,,,,,,,,,,,,D-05,HV_41220B,,,,,,,,,,,,,,,,,,,,,,WU,,0.5,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Feed - Line - 21B,C2NC-1300-200-HV_41221B,C2NC-1300-200,Valves,Feed Line Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41221B,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,4,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 22B,C2NC-1300-200-HV_41222B,C2NC-1300-200,Valves,Service Water Knife Gate Valve,,,,,,,,,,,,D-05,HV_41222B,,,,,,,,,,,,,,,,,,,,,,SW,,3,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Return - from - HX - 23B,C2NC-1300-200-HV_41223B,C2NC-1300-200,Valves,Return from HX Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41223B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Membrane - Blower - 24B,C2NC-1300-200-HV_41224B,C2NC-1300-200,Valves,Membrane Blower Butterfly Valve,,,,,,,,,,,,D-05,HV_41224B,,,,,,,,,,,,,,,,,,,,,,AU,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Biogas - Offtake - 25B,C2NC-1300-200-HV_41225B,C2NC-1300-200,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-05,HV_41225B,,,,,,,,,,,,,,,,,,,,,,BG,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Biogas - Offtake - 28B,C2NC-1300-200-HV_41228B,C2NC-1300-200,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-05,HV_41228B,,,,,,,,,,,,,,,,,,,,,,BG,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Sight - Glass - 29B,C2NC-1300-200-HV_41229B,C2NC-1300-200,Valves,Sight Glass Ball Valve Valve,,,,,,,,,,,,D-05,HV_41229B,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Biogas - Offtake - 31B,C2NC-1300-200-HV_41231B,C2NC-1300-200,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-05,HV_41231B,,,,,,,,,,,,,,,,,,,,,,BG,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 34B,C2NC-1300-200-HV_41234B,C2NC-1300-200,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-05,HV_41234B,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 35B,C2NC-1300-200-HV_41235B,C2NC-1300-200,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-05,HV_41235B,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 36B,C2NC-1300-200-HV_41236B,C2NC-1300-200,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-05,HV_41236B,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 37B,C2NC-1300-200-HV_41237B,C2NC-1300-200,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-05,HV_41237B,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Service - Water - 38B,C2NC-1300-200-HV_41238B,C2NC-1300-200,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-05,HV_41238B,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Instrument - Isolation - 39B,C2NC-1300-200-HV_41239B,C2NC-1300-200,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-05,HV_41239B,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 40B,C2NC-1300-200-HV_41240B,C2NC-1300-200,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-05,HV_41240B,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Biogas - Offtake - 41B,C2NC-1300-200-HV_41241B,C2NC-1300-200,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-05,HV_41241B,,,,,,,,,,,,,,,,,,,,,,BG,,12,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Discharge - 42B,C2NC-1300-200-HV_41242B,C2NC-1300-200,Valves,Discharge Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41242B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - To - HX - 43B,C2NC-1300-200-HV_41243B,C2NC-1300-200,Valves,To HX Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41243B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Spare - Nozzle - 44B,C2NC-1300-200-HV_41244B,C2NC-1300-200,Valves,Spare Nozzle Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41244B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - Valve - 45B,C2NC-1300-200-HV_41245B,C2NC-1300-200,Valves,Drain Valve Ball Valve,,,,,,,,,,,,D-05,HV_41245B,,,,,,,,,,,,,,,,,,,,,,DGT,,0.5,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Instrument - Isolation - 46B,C2NC-1300-200-HV_41246B,C2NC-1300-200,Valves,Instrument Isolation Ball Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41246B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,0.5,,,Manual,Ball,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Spare - Nozzle - 47B,C2NC-1300-200-HV_41247B,C2NC-1300-200,Valves,Spare Nozzle Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41247B,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Spare - Nozzle - 48B,C2NC-1300-200-HV_41248B,C2NC-1300-200,Valves,Spare Nozzle Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-05,HV_41248B,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 49B,C2NC-1300-200-HV_41249B,C2NC-1300-200,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-05,HV_41249B,,,,,,,,,,,,,,,,,,,,,,BG,,12,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 50B,C2NC-1300-200-HV_41250B,C2NC-1300-200,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-05,HV_41250B,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Instrument - Isolation - 51B,C2NC-1300-200-HV_41251B,C2NC-1300-200,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-05,HV_41251B,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Instrument - Isolation - 52B,C2NC-1300-200-HV_41252B,C2NC-1300-200,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-05,HV_41252B,,,,,,,,,,,,,,,,,,,,,,DGT,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 53B,C2NC-1300-200-HV_41253B,C2NC-1300-200,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-05,HV_41253B,,,,,,,,,,,,,,,,,,,,,,DGT,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Biogas - from - FCON - 54B,C2NC-1300-200-HV_41254B,C2NC-1300-200,Valves,Biogas from FCON Butterfly Valve,,,,,,,,,,,,D-07,HV_41254B,,,,,,,,,,,,,,,,,,,,,,BG,,12,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Instrument - Isolation - 55B,C2NC-1300-200-HV_41255B,C2NC-1300-200,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-05,HV_41255B,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 56B,C2NC-1300-200-HV_41256B,C2NC-1300-200,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-05,HV_41256B,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Instrument - Isolation - 57B,C2NC-1300-200-HV_41257B,C2NC-1300-200,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-05,HV_41257B,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 58B,C2NC-1300-200-HV_41258B,C2NC-1300-200,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-05,HV_41258B,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Drain - 59B,C2NC-1300-200-HV_41259B,C2NC-1300-200,Valves,Drain Eccentric Plug Valve,Orbinox,BT Series 22,,,,,,,,,,D-10,HV_41259B,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 63B,C2NC-1300-200-HV_41263B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41263B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 64B,C2NC-1300-200-HV_41264B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41264B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 65B,C2NC-1300-200-HV_41265B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41265B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 66B,C2NC-1300-200-HV_41266B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41266B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 70B,C2NC-1300-200-HV_41270B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41270B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 71B,C2NC-1300-200-HV_41271B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41271B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 72B,C2NC-1300-200-HV_41272B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41272B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 73B,C2NC-1300-200-HV_41273B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41273B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Gas - Recirculation - 74B,C2NC-1300-200-HV_41274B,C2NC-1300-200,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-05,HV_41274B,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Temperature - Indicating - Transmitter - 44201A,C2NC-1300-100-TIT_44201A,C2NC-1300-100,Instruments,Temp indicator on HW supply for FCON HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-02,TIT_44201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HW,0,,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Temperature - Indicating - Transmitter - 44202A,C2NC-1300-100-TIT_44202A,C2NC-1300-100,Instruments,TIT on DFS stream prior to FCON HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-02,TIT_44202A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Temperature - Indicating - Transmitter - 44203A,C2NC-1300-100-TIT_44203A,C2NC-1300-100,Instruments,TIT on DFS stream exiting FCON HX with thermowell - Instruments,,,,,,,,Y,,Analog,,D-02,TIT_44203A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Temperature - Sensor - 41201A,C2NC-1300-100-TW_41201A,C2NC-1300-100,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-04,TW_41201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Temperature Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Thermowell - 41202A,C2NC-1300-100-TW_41202A,C2NC-1300-100,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-04,TW_41202A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1 1/2"" GAS-F",,Temperature Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Temperature - Sensor - 44202A,C2NC-1300-100-TW_44202A,C2NC-1300-100,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-02,TW_44202A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Temperature Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Temperature - Sensor - 44203A,C2NC-1300-100-TW_44203A,C2NC-1300-100,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-02,TW_44203A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Temperature Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Position - Indicating - Transmitter - 41201A,C2NC-1300-100-ZIT_41201A,C2NC-1300-100,Instruments,ZIT placed on top of AD - Instruments,,,,,,,,Y,,Analog,,D-04,ZIT_41201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Position Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Flow - Sensor - 44201B,C2NC-1300-200-FE_44201B,C2NC-1300-200,Instruments,FE on DFS stream prior to FCON HX - Instruments,,,,,,,,Y,,Analog,,D-02,FE_44201B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Feed - Pumps - Flow - Indicating - Transmitter - 41201B,C2NC-1300-200-FIT_41201B,C2NC-1300-200,Instruments,Flow transmitter on feed line from FCON to AD - Instruments,,,,,,,,Y,,Analog,,D-03,FIT_41201B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biogas - Piping - Flow - Indicating - Transmitter - 41202B,C2NC-1300-200-FIT_41202B,C2NC-1300-200,Instruments,FIT on AD BG line - Instruments,,,,,,,,Y,,Analog,,D-07,FIT_41202B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BG,"1/2"" GAS-F",,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Discharge - Pumps - Flow - Indicating - Transmitter - 41204B,C2NC-1300-200-FIT_41204B,C2NC-1300-200,Instruments,Flow transmitter for discharge from AD - Instruments,,,,,,,,Y,,Analog,,D-10,FIT_41204B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/4"" GAS-F",,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Flow - Indicating - Transmitter - 44201B,C2NC-1300-200-FIT_44201B,C2NC-1300-200,Instruments,FIT on DFS stream prior to FCON HX - Instruments,,,,,,,,Y,,Analog,,D-02,FIT_44201B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Heating - Flow - Indicating - Transmitter - 44202B,C2NC-1300-200-FIT_44202B,C2NC-1300-200,Instruments,FIT on DFS stream prior to FCON HX - Instruments,,,,,,,,Y,,Analog,,D-02,FIT_44202B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Level - Transmitter - 41201B,C2NC-1300-200-LIT_41201B,C2NC-1300-200,Instruments,"LT for AD tank, linked to LE - Instruments",,,,,,,,Y,,Analog,,D-05,LIT_41201B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/4"" GAS-F",,Level Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
