"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 2nd - row - 1.2.04",C2NC-1500-MBR-M1.2.04,C2NC-1500-MBR-M1.2.04,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 2nd row",,
Gas_Plant - Container - unit - Sound - indicator - ( - Horn - ) - 910,C2NC-1500-SI910,C2NC-1500-SI910,C2NC-1500,Container unit - CREATE AUDIO WARNING SIGNAL - Sound indicator ( Horn ),,
Gas_Plant - Container - unit - Sound - indicator - ( - Horn - ) - 912,C2NC-1500-SI912,C2NC-1500-SI912,C2NC-1500,Container unit - CREATE AUDIO WARNING SIGNAL - Sound indicator ( Horn ),,
Gas_Plant - Container - unit - Signal - lamp - 910,C2NC-1500-SL910,C2NC-1500-SL910,C2NC-1500,Container unit - CREATE VISUAL WARNING - Signal lamp,,
Gas_Plant - Membranes - Control - valve - 460,C2NC-1500-MBR-AV460.01,C2NC-1500-MBR-AV460.01,C2NC-1500-MBR,Membranes - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control valve,,
Gas_Plant - Membranes - Pneumatic - actuator - 460,C2NC-1500-MBR-AV460.02,C2NC-1500-MBR-AV460.02,C2NC-1500-MBR,Membranes - CONTROL PRESSURE OF MEMBRANE SYSTEM - Pneumatic actuator,,
Gas_Plant - Membranes - Control - unit/ - positioner - 460,"C2NC-1500-MBR-AV460,03","C2NC-1500-MBR-AV460,03",C2NC-1500-MBR,Membranes - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control unit/ positioner,,
Gas_Plant - Container - unit - Signal - lamp - 911,C2NC-1500-SL911,C2NC-1500-SL911,C2NC-1500,Container unit - CREATE VISUAL WARNING - Signal lamp,,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.01",C2NC-1500-MBR-M2.1.01,C2NC-1500-MBR-M2.1.01,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.02",C2NC-1500-MBR-M2.1.02,C2NC-1500-MBR-M2.1.02,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.03",C2NC-1500-MBR-M2.1.03,C2NC-1500-MBR-M2.1.03,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.04",C2NC-1500-MBR-M2.1.04,C2NC-1500-MBR-M2.1.04,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.05",C2NC-1500-MBR-M2.1.05,C2NC-1500-MBR-M2.1.05,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.06",C2NC-1500-MBR-M2.1.06,C2NC-1500-MBR-M2.1.06,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.07",C2NC-1500-MBR-M2.1.07,C2NC-1500-MBR-M2.1.07,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.08",C2NC-1500-MBR-M2.1.08,C2NC-1500-MBR-M2.1.08,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.09",C2NC-1500-MBR-M2.1.09,C2NC-1500-MBR-M2.1.09,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
"Gas_Plant - Membranes - stage - 2A - Membrane - stage - 2A, - 1st - row - 2.1.10",C2NC-1500-MBR-M2.1.10,C2NC-1500-MBR-M2.1.10,C2NC-1500-MBR,"Membranes stage 2A - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2A, 1st row",,
Gas_Plant - Compressed - gas - treatment - Temperature - transmitter - 320,C2NC-1500-CMP-TT320,C2NC-1500-CMP-TT320,C2NC-1500-CMP,Compressed gas treatment - MEASURE INLET TEMPERATURE BIOGAS - Temperature transmitter,,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.01",C2NC-1500-MBR-M2.3.01,C2NC-1500-MBR-M2.3.01,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.02",C2NC-1500-MBR-M2.3.02,C2NC-1500-MBR-M2.3.02,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.03",C2NC-1500-MBR-M2.3.03,C2NC-1500-MBR-M2.3.03,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.04",C2NC-1500-MBR-M2.3.04,C2NC-1500-MBR-M2.3.04,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.05",C2NC-1500-MBR-M2.3.05,C2NC-1500-MBR-M2.3.05,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.06",C2NC-1500-MBR-M2.3.06,C2NC-1500-MBR-M2.3.06,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.07",C2NC-1500-MBR-M2.3.07,C2NC-1500-MBR-M2.3.07,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.3.08",C2NC-1500-MBR-M2.3.08,C2NC-1500-MBR-M2.3.08,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
Gas_Plant - Compressed - gas - treatment - Temperature - transmitter - 340,C2NC-1500-CMP-TT340,C2NC-1500-CMP-TT340,C2NC-1500-CMP,Compressed gas treatment - MEASURE INLET TEMPERATURE BIOGAS - Temperature transmitter,,
Gas_Plant - Membranes - Temperature - transmitter - 370,C2NC-1500-MBR-TT370,C2NC-1500-MBR-TT370,C2NC-1500-MBR,Membranes - MEASURE INLET AFTER FILTERS - Temperature transmitter,,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.01",C2NC-1500-MBR-M2.4.01,C2NC-1500-MBR-M2.4.01,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.02",C2NC-1500-MBR-M2.4.02,C2NC-1500-MBR-M2.4.02,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.03",C2NC-1500-MBR-M2.4.03,C2NC-1500-MBR-M2.4.03,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.04",C2NC-1500-MBR-M2.4.04,C2NC-1500-MBR-M2.4.04,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.05",C2NC-1500-MBR-M2.4.05,C2NC-1500-MBR-M2.4.05,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.06",C2NC-1500-MBR-M2.4.06,C2NC-1500-MBR-M2.4.06,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.07",C2NC-1500-MBR-M2.4.07,C2NC-1500-MBR-M2.4.07,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
"Gas_Plant - Membranes - stage - 2B - Membrane - stage - 2B, - 1st - row - 2.4.08",C2NC-1500-MBR-M2.4.08,C2NC-1500-MBR-M2.4.08,C2NC-1500-MBR,"Membranes stage 2B - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 2B, 1st row",,
Gas_Plant - Membranes - Temperature - transmitter - 460,C2NC-1500-MBR-TT460,C2NC-1500-MBR-TT460,C2NC-1500-MBR,Membranes - MEASURE TEMPERATURE BEFORE HE460 - Temperature transmitter,,
Gas_Plant - Membranes - Temperature - transmitter - 500,C2NC-1500-MBR-TT500,C2NC-1500-MBR-TT500,C2NC-1500-MBR,Membranes - MEASURE OUTLET TEMPERATURE PRODUCT GAS - Temperature transmitter,,
Gas_Plant - Container - unit - Temperature - transmitter - 910,C2NC-1500-TT910,C2NC-1500-TT910,C2NC-1500,Container unit - MEASURE AREA TEMPERATURE - Temperature transmitter,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 301,C2NC-1500-CMP-V301,C2NC-1500-CMP-V301,C2NC-1500-CMP,Compressed gas treatment - FILTER DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 302,C2NC-1500-CMP-V302,C2NC-1500-CMP-V302,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 303,C2NC-1500-CMP-V303,C2NC-1500-CMP-V303,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 304,C2NC-1500-CMP-V304,C2NC-1500-CMP-V304,C2NC-1500-CMP,Compressed gas treatment - DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 305,C2NC-1500-CMP-V305,C2NC-1500-CMP-V305,C2NC-1500-CMP,Compressed gas treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - Control - valve - 500,C2NC-1500-MBR-AV500.01,C2NC-1500-MBR-AV500.01,C2NC-1500-MBR,Membranes - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control valve,,
Gas_Plant - Membranes - Pneumatic - actuator - 500,C2NC-1500-MBR-AV500.02,C2NC-1500-MBR-AV500.02,C2NC-1500-MBR,Membranes - CONTROL PRESSURE OF MEMBRANE SYSTEM - Pneumatic actuator,,
Gas_Plant - Membranes - Control - unit/ - positioner - 500,C2NC-1500-MBR-AV500.03,C2NC-1500-MBR-AV500.03,C2NC-1500-MBR,Membranes - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control unit/ positioner,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 307,C2NC-1500-CMP-V307,C2NC-1500-CMP-V307,C2NC-1500-CMP,Compressed gas treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 309,C2NC-1500-CMP-V309,C2NC-1500-CMP-V309,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 310,C2NC-1500-CMP-V310,C2NC-1500-CMP-V310,C2NC-1500-CMP,Compressed gas treatment - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 311,C2NC-1500-CMP-V311,C2NC-1500-CMP-V311,C2NC-1500-CMP,Compressed gas treatment - FILTER DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 312,C2NC-1500-CMP-V312,C2NC-1500-CMP-V312,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 313,C2NC-1500-CMP-V313,C2NC-1500-CMP-V313,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Membrane - Separation - Control - valve - 550,C2NC-1500-AV550.01,C2NC-1500-AV550.01,C2NC-1500,Membrane Separation - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control valve,,
Gas_Plant - Membrane - Separation - Pneumatic - actuator - 550,C2NC-1500-AV550.02,C2NC-1500-AV550.02,C2NC-1500,Membrane Separation - CONTROL PRESSURE OF MEMBRANE SYSTEM - Pneumatic actuator,,
Gas_Plant - Membrane - Separation - Control - unit/ - positioner - 550,C2NC-1500-AV550.03,C2NC-1500-AV550.03,C2NC-1500,Membrane Separation - CONTROL PRESSURE OF MEMBRANE SYSTEM - Control unit/ positioner,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 320,C2NC-1500-CMP-V320,C2NC-1500-CMP-V320,C2NC-1500-CMP,Compressed gas treatment - Block PT - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 321,C2NC-1500-CMP-V321,C2NC-1500-CMP-V321,C2NC-1500-CMP,Compressed gas treatment - FILTER DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 322,C2NC-1500-CMP-V322,C2NC-1500-CMP-V322,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 323,C2NC-1500-CMP-V323,C2NC-1500-CMP-V323,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 331,C2NC-1500-CMP-V331,C2NC-1500-CMP-V331,C2NC-1500-CMP,Compressed gas treatment - FILTER DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 332,C2NC-1500-CMP-V332,C2NC-1500-CMP-V332,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 333,C2NC-1500-CMP-V333,C2NC-1500-CMP-V333,C2NC-1500-CMP,Compressed gas treatment - BLOCK CONDENSATE LINE - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 340,C2NC-1500-CMP-V340,C2NC-1500-CMP-V340,C2NC-1500-CMP,Compressed gas treatment - Block PT - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 342,C2NC-1500-CMP-V342,C2NC-1500-CMP-V342,C2NC-1500-CMP,Compressed gas treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 350,C2NC-1500-CMP-V350,C2NC-1500-CMP-V350,C2NC-1500-CMP,Compressed gas treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Ball - valve - 360,C2NC-1500-CMP-V360,C2NC-1500-CMP-V360,C2NC-1500-CMP,Compressed gas treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Compressed - gas - treatment - Butterfly - valve - 370,C2NC-1500-CMP-V370,C2NC-1500-CMP-V370,C2NC-1500-CMP,Compressed gas treatment - BLOCK COMPRESSED GAS TREATMENT - Butterfly valve,,
Gas_Plant - Membranes - Ball - valve - 371,C2NC-1500-MBR-V371,C2NC-1500-MBR-V371,C2NC-1500-MBR,Membranes - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 400,C2NC-1500-MBR-V400,C2NC-1500-MBR-V400,C2NC-1500-MBR,Membranes stage 1 - ISOLATE PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 401,C2NC-1500-MBR-V401,C2NC-1500-MBR-V401,C2NC-1500-MBR,Membranes - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 402,C2NC-1500-MBR-V402,C2NC-1500-MBR-V402,C2NC-1500-MBR,Membranes stage 1 - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 405,C2NC-1500-MBR-V405,C2NC-1500-MBR-V405,C2NC-1500-MBR,Membranes - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 408,C2NC-1500-MBR-V408,C2NC-1500-MBR-V408,C2NC-1500-MBR,Membranes - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Cooling - skid - Chiller - 720,C2NC-1500-CLG-CH720,C2NC-1500-CLG-CH720,C2NC-1500-CLG,Cooling skid - COOL DOWN COOLING FLUID - Chiller,,
Gas_Plant - Cooling - skid - Temperature - transmitter - 720,C2NC-1500-CLG-TT720.01,C2NC-1500-CLG-TT720.01,C2NC-1500-CLG,Cooling skid - MEASURE TEMPERATURE IN CIRCUIT - Temperature transmitter,,
Gas_Plant - Cooling - skid - Thermowell - 720,C2NC-1500-CLG-TT720.02,C2NC-1500-CLG-TT720.02,C2NC-1500-CLG,Cooling skid - PROTECT TEMPERATURE INDICATOR - Thermowell,,
Gas_Plant - Cooling - skid - Ball - valve - 730,C2NC-1500-CLG-V730,C2NC-1500-CLG-V730,C2NC-1500-CLG,Cooling skid - ISOLATE CHILLER - Ball valve,,
Gas_Plant - Cooling - skid - Chiller - 730,C2NC-1500-CLG-CH730,C2NC-1500-CLG-CH730,C2NC-1500-CLG,Cooling skid - COOL DOWN COOLING FLUID - Chiller,,
Gas_Plant - Cooling - skid - Butterfly - valve - 731,C2NC-1500-CLG-V731,C2NC-1500-CLG-V731,C2NC-1500-CLG,Cooling skid - ISOLATE CHILLER - Butterfly valve,,
Gas_Plant - Cooling - skid - Flow - indicator - transmitter - 710,C2NC-1500-CLG-FIT710,C2NC-1500-CLG-FIT710,C2NC-1500-CLG,Cooling skid - GUARDING CIRCULATION FLOW - Flow indicator transmitter,,
Gas_Plant - Cooling - skid - Pressure - transmitter - 710,C2NC-1500-CLG-PT710,C2NC-1500-CLG-PT710,C2NC-1500-CLG,Cooling skid - MEASURE PRESSURE IN CIRCUIT - Pressure transmitter,,
Gas_Plant - Cooling - skid - Temperature - transmitter - 730,C2NC-1500-CLG-TT730.01,C2NC-1500-CLG-TT730.01,C2NC-1500-CLG,Cooling skid - MEASURE TEMPERATURE IN CIRCUIT - Temperature transmitter,,
Gas_Plant - Cooling - skid - Thermowell - 730,C2NC-1500-CLG-TT730.02,C2NC-1500-CLG-TT730.02,C2NC-1500-CLG,Cooling skid - PROTECT TEMPERATURE INDICATOR - Thermowell,,
Gas_Plant - Cooling - skid - Butterfly - valve - 721,C2NC-1500-CLG-V721,C2NC-1500-CLG-V721,C2NC-1500-CLG,Cooling skid - ISOLATE PUMP - Butterfly valve,,
Gas_Plant - Cooling - skid - Strainer - 720,C2NC-1500-CLG-ST720,C2NC-1500-CLG-ST720,C2NC-1500-CLG,Cooling skid - PROTECT PUMP AND CHILLER - Strainer,,
Gas_Plant - Cooling - skid - Pump - 720,C2NC-1500-CLG-P720,C2NC-1500-CLG-P720,C2NC-1500-CLG,Cooling skid - CIRCULATING OF GLYCOL  - Pump,,
Gas_Plant - Cooling - skid - Butterfly - valve - 722,C2NC-1500-CLG-V722,C2NC-1500-CLG-V722,C2NC-1500-CLG,Cooling skid - ISOLATE PUMP - Butterfly valve,,
Gas_Plant - Cooling - skid - Ball - valve - 724,C2NC-1500-CLG-V724,C2NC-1500-CLG-V724,C2NC-1500-CLG,Cooling skid - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Cooling - skid - Butterfly - valve - 723,C2NC-1500-CLG-V723,C2NC-1500-CLG-V723,C2NC-1500-CLG,Cooling skid - ISOLATE BUFFER VESSEL - Butterfly valve,,
Gas_Plant - Cooling - skid - Butterfly - valve - 710,C2NC-1500-CLG-V710,C2NC-1500-CLG-V710,C2NC-1500-CLG,Cooling skid - ISOLATE BUFFER VESSEL - Butterfly valve,,
Gas_Plant - Cooling - skid - Buffer - vessel - 710,C2NC-1500-CLG-BV710,C2NC-1500-CLG-BV710,C2NC-1500-CLG,Cooling skid - STABILIZING TEMPERATURE OF COOLING SYSTEM - Buffer vessel,,
Gas_Plant - Cooling - skid - Ball - valve - 714,C2NC-1500-CLG-V714,C2NC-1500-CLG-V714,C2NC-1500-CLG,Cooling skid - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Cooling - skid - Dearation - valve - 710,C2NC-1500-CLG-DAV710,C2NC-1500-CLG-DAV710,C2NC-1500-CLG,Cooling skid - DEARATE GLYCOL MIXTURE SYSTEM  - Dearation valve,,
Gas_Plant - Cooling - skid - Expansion - vessel - 710,C2NC-1500-CLG-EV710,C2NC-1500-CLG-EV710,C2NC-1500-CLG,Cooling skid - REDUCE PRESSURE FLUCTUATIONS COOLING CIRCUIT - Expansion vessel,,
Gas_Plant - Cooling - skid - Butterfly - valve - 711,C2NC-1500-CLG-V711,C2NC-1500-CLG-V711,C2NC-1500-CLG,Cooling skid - ISOLATE BUFFER VESSEL - Butterfly valve,,
Gas_Plant - Cooling - skid - Ball - valve - 713,C2NC-1500-CLG-V713,C2NC-1500-CLG-V713,C2NC-1500-CLG,Cooling skid - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Cooling - skid - Pressure - indicator - 710,C2NC-1500-CLG-PI710,C2NC-1500-CLG-PI710,C2NC-1500-CLG,Cooling skid - INDICATE PRESSURE COOLING CIRCUIT - Pressure indicator,,
Gas_Plant - Cooling - skid - Strainer - 710,C2NC-1500-CLG-ST710,C2NC-1500-CLG-ST710,C2NC-1500-CLG,Cooling skid - PROTECT PUMP AND CHILLER - Strainer,,
Gas_Plant - Cooling - skid - Butterfly - valve - 715,C2NC-1500-CLG-V715,C2NC-1500-CLG-V715,C2NC-1500-CLG,Cooling skid - ISOLATE BUFFER VESSEL - Butterfly valve,,
Gas_Plant - Cooling - skid - Pump - 710,C2NC-1500-CLG-P710,C2NC-1500-CLG-P710,C2NC-1500-CLG,Cooling skid - CIRCULATING OF GLYCOL  - Pump,,
Gas_Plant - Cooling - skid - Butterfly - valve - 712,C2NC-1500-CLG-V712,C2NC-1500-CLG-V712,C2NC-1500-CLG,Cooling skid - ISOLATE CHILLER - Butterfly valve,,
Gas_Plant - Gas - analyser - Gas - Quality - Analyser - Board - 800,C2NC-1500-GQA800,C2NC-1500-GQA800,C2NC-1500,Gas analyser - ANALYSE GAS QUALITY - Gas Quality Analyser Board,,
Gas_Plant - Membranes - stage - 2B - Ball - valve - 413,C2NC-1500-MBR-V413,C2NC-1500-MBR-V413,C2NC-1500-MBR,Membranes stage 2B - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Butterfly - valve - 420,C2NC-1500-MBR-V420,C2NC-1500-MBR-V420,C2NC-1500-MBR,Membranes stage 1 - BLOCK IN MEMBRANES - Butterfly valve,,
Gas_Plant - Membranes - stage - 1 - Butterfly - valve - 421,C2NC-1500-MBR-V421,C2NC-1500-MBR-V421,C2NC-1500-MBR,Membranes stage 1 - BLOCK IN MEMBRANES - Butterfly valve,,
Gas_Plant - Membranes - stage - 2B - Butterfly - valve - 430,C2NC-1500-MBR-V430,C2NC-1500-MBR-V430,C2NC-1500-MBR,Membranes stage 2B - BLOCK OUTLET MEMBRANE SYSTEM - Butterfly valve,,
Gas_Plant - Membranes - Ball - valve - 501,C2NC-1500-MBR-V501,C2NC-1500-MBR-V501,C2NC-1500-MBR,Membranes - ISOLATE SAMPLE LINE  - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 510,C2NC-1500-MBR-V510,C2NC-1500-MBR-V510,C2NC-1500-MBR,Membranes - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 511,C2NC-1500-MBR-V511,C2NC-1500-MBR-V511,C2NC-1500-MBR,Membranes - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Membranes - Butterfly - valve - 512,C2NC-1500-MBR-V512,C2NC-1500-MBR-V512,C2NC-1500-MBR,Membranes - BLOCK START-UP LINE - Butterfly valve,,
Gas_Plant - Membranes - Butterfly - valve - 513,C2NC-1500-MBR-V513,C2NC-1500-MBR-V513,C2NC-1500-MBR,Membranes - BLOCK OUTLET MEMBRANE SYSTEM - Butterfly valve,,
Gas_Plant - Membranes - Ball - valve - 521,C2NC-1500-MBR-V521,C2NC-1500-MBR-V521,C2NC-1500-MBR,Membranes - ISOLATE SAMPLE LINE  - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 522,C2NC-1500-MBR-V522,C2NC-1500-MBR-V522,C2NC-1500-MBR,Membranes - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 550,C2NC-1500-MBR-V550,C2NC-1500-MBR-V550,C2NC-1500-MBR,Membranes - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 631,C2NC-1500-MBR-V631,C2NC-1500-MBR-V631,C2NC-1500-MBR,Membranes - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Membranes - Ball - valve - 632,C2NC-1500-MBR-V632,C2NC-1500-MBR-V632,C2NC-1500-MBR,Membranes - ISOLATE SAMPLE LINE  - Ball valve,,
